experiment_id,scenario,model_name,outer_fold,training_seed,metric,stored,recomputed,difference,match
S1,late_stage,cnn_bilstm,0,52,macro_f1,0.795308784782469,0.795308784782469,0.0,True
S1,late_stage,cnn_bilstm,0,52,weighted_f1,0.8087279496818971,0.8087279496818971,0.0,True
S1,late_stage,cnn_bilstm,0,52,balanced_accuracy,0.7602406554019457,0.7602406554019457,0.0,True
S1,late_stage,cnn_bilstm,0,52,quadratic_weighted_kappa,0.7814456459874787,0.7814456459874787,0.0,True
S1,late_stage,cnn_bilstm,0,52,ordinal_mae,0.1875,0.1875,0.0,True
S1,late_stage,cnn_bilstm,0,52,brier_score,0.285408984382131,0.285408984382131,0.0,True
S1,late_stage,cnn_bilstm,0,52,pr_auc_macro,0.946835441977424,0.9468354419774241,1.1102230246251565e-16,True
S1,late_stage,cnn_bilstm,0,52,ece_top_label_equal_width_10,0.1226229760795832,0.1226229760795832,0.0,True
S1,late_stage,cnn_bilstm,0,62,accuracy,0.75,0.75,0.0,True
S1,late_stage,cnn_bilstm,0,62,macro_f1,0.6944444444444445,0.6944444444444445,0.0,True
S1,late_stage,cnn_bilstm,0,62,weighted_f1,0.73046875,0.73046875,0.0,True
S1,late_stage,cnn_bilstm,0,62,balanced_accuracy,0.6866359447004609,0.6866359447004609,0.0,True
S1,late_stage,cnn_bilstm,0,62,quadratic_weighted_kappa,0.7218902770233568,0.7218902770233568,0.0,True
S1,late_stage,cnn_bilstm,0,62,ordinal_mae,0.25,0.25,0.0,True
S1,late_stage,cnn_bilstm,0,62,brier_score,0.3403078140353401,0.34030781403534016,5.551115123125783e-17,True
