domain,model,fold,seed,stage,n_models,accuracy,risk_precision,risk_f1,ap,roc_auc,risk_recall,recall_at_20,threshold,n,prevalence
oulad,SVM,1,42,20pct,1,0.6854920527561718,0.6043854231006794,0.6778662971943193,0.7461442993351741,0.7784450975228467,0.7716876971608833,0.3805205047318612,0.39,5914,0.4288129861345959
oulad,SVM,1,42,35pct,1,0.7508405591930631,0.673773129525342,0.7040773434216057,0.800944761578996,0.8279579444706118,0.7372359154929577,0.4410211267605634,0.35,5651,0.40205273402937536
oulad,SVM,1,42,50pct,1,0.8028713418001104,0.752832131822863,0.7319148936170212,0.8424983692277926,0.8706362748121526,0.7121285923039454,0.4909887968826108,0.28,5433,0.3778759433094055
oulad,SVM,1,42,75pct,1,0.8678138443488463,0.8959580838323353,0.7798045602605863,0.8867670116592116,0.9113547019921786,0.6903114186851211,0.5778546712802768,0.41,5114,0.33906922174423154
oulad,SVM,1,42,100pct,1,0.8990567930965282,0.8997093023255814,0.8311513930849278,0.9128050862893702,0.9291753258498304,0.7723019338739863,0.6200873362445415,0.43,4983,0.3216937587798515
oulad,XGB,1,42,20pct,1,0.6971592830571525,0.6138099602810877,0.6916853158891375,0.7686270241753043,0.7945819395494693,0.792192429022082,0.39629337539432175,0.43,5914,0.4288129861345959
oulad,XGB,1,42,35pct,1,0.7550875951159087,0.691875540190147,0.6982119494112516,0.8065725081711279,0.8305630989250091,0.7046654929577465,0.4423415492957746,0.49,5651,0.40205273402937536
oulad,XGB,1,42,50pct,1,0.7958770476716363,0.7245480494766888,0.7330926594464501,0.8519545544586379,0.8747685592162717,0.7418412079883098,0.4978080857282026,0.45,5433,0.3778759433094055
oulad,XGB,1,42,75pct,1,0.8736800938599921,0.8885714285714286,0.793873643905552,0.8960710015554686,0.9173329443159094,0.7174163783160323,0.5813148788927336,0.56,5114,0.33906922174423154
oulad,XGB,1,42,100pct,1,0.9026690748545053,0.8958923512747875,0.8391376451077943,0.9230928918601139,0.9398040656018485,0.7891453524641298,0.6219588271990019,0.48,4983,0.3216937587798515
oulad,CatBoost,1,42,20pct,1,0.673655732160974,0.5847789591494125,0.6841243862520459,0.7697084516411126,0.795496420520234,0.8241324921135647,0.3955047318611987,0.41,5914,0.4288129861345959
oulad,CatBoost,1,42,35pct,1,0.7582728720580428,0.6898575020955574,0.7067410905968227,0.8083473348245404,0.8328401341758751,0.7244718309859155,0.4449823943661972,0.49,5651,0.40205273402937536
oulad,CatBoost,1,42,50pct,1,0.8001104362230812,0.7281736668239736,0.7396931927133269,0.8544846473663823,0.877280181693985,0.7515830491962981,0.5021919142717973,0.45,5433,0.3778759433094055
oulad,CatBoost,1,42,75pct,1,0.8738756355103637,0.8977355734112491,0.7921366419593941,0.8961422268805841,0.9181476628242664,0.7087658592848904,0.5790080738177624,0.6,5114,0.33906922174423154
oulad,CatBoost,1,42,100pct,1,0.9018663455749548,0.9169161676646707,0.8336168764886016,0.9197479133919491,0.9383072419686461,0.7641921397379913,0.620711166562695,0.56,4983,0.3216937587798515
oulad,MLP,1,42,20pct,1,0.7015556307067974,0.6217240290495737,0.6905137646852534,0.7689955886051627,0.7929635627076668,0.7764195583596214,0.39235015772870663,0.3,5914,0.4288129861345959
oulad,MLP,1,42,35pct,1,0.7496018403822332,0.6687672311933832,0.7058823529411765,0.8061330460834644,0.8310668055387667,0.7473591549295775,0.44058098591549294,0.31,5651,0.40205273402937536
oulad,MLP,1,42,50pct,1,0.8076569114669612,0.7420749279538905,0.747279322853688,0.8536135595398816,0.8771878071346018,0.7525572333170969,0.5002435460301997,0.35,5433,0.3778759433094055
oulad,MLP,1,42,75pct,1,0.8623386781384434,0.8072792362768496,0.7935483870967742,0.896386965028656,0.9170474942500495,0.7802768166089965,0.5807381776239908,0.34,5114,0.33906922174423154
oulad,MLP,1,42,100pct,1,0.901264298615292,0.8838977194194886,0.838688524590164,0.9236346527344501,0.9399028079746925,0.7978789769182782,0.6213349968808484,0.38,4983,0.3216937587798515
